ID	AlternateID	Annotation
gene_1405		product_name=putative DNA primase subunit Pri1
gene_1406		product_name=regulatory protein SUAPRGA1
gene_1407		product_name=putative translation machinery-associated protein
gene_1409		product_name=Ca2+ regulator and membrane fusion protein Fig1-domain containing protein
gene_1410		product_name=synaptic vesicle transporter
gene_1411		product_name=Uracil phosphoribosyltransferase-domain containing protein
gene_1419		product_name=NUDIX hydrolase domain-like protein
gene_1420		product_name=hypothetical protein
gene_1424		product_name=putative proteasome regulatory particle subunit
gene_1427		product_name=putative epoxide hydrolase
gene_1429		product_name=Vps51/Vps67-domain containing protein
gene_1430		product_name=putative RecQ-mediated genome instability protein
gene_1432		product_name=putative glycosyl hydrolase
gene_1437		product_name=oxidation resistance protein 1
gene_1439		product_name=hypothetical protein
gene_1441		product_name=hypothetical protein
gene_1443		product_name=putative extracellular exo-polygalacturonase
gene_1444		product_name=hypothetical protein
gene_1445		product_name=hypothetical protein
gene_1449		product_name=translation initiation factor 3%2C subunit I
gene_1451		product_name=SH3 domain protein
gene_13850		product_name=hypothetical protein
gene_1452		product_name=putative m-phase phospho protein
gene_1454		product_name=eukaryotic translation initiation factor 2 subunit beta
gene_1455		product_name=hypothetical protein
gene_1456		product_name=hypothetical protein
gene_1459		product_name=hypothetical protein
gene_1460		product_name=Six-hairpin glycosidase-like protein
gene_1462		product_name=putative glycine-rich RNA-binding protein
gene_1464		product_name=putative short-chain dehydrogenase/reductase family protein
gene_1465		product_name=putative calcium binding modulator protein
gene_1466		product_name=putative transporter
gene_1467		product_name=putative transcription factor smp1
gene_1470		product_name=glucose-6-phosphate 1-dehydrogenase
gene_1471		product_name=60S ribosomal protein L35Ae
gene_1472		product_name=Uncharacterised protein (DUF2406)-domain containing protein
gene_1473		product_name=hypothetical protein
gene_1474		product_name=putative mitochondrial phosphate carrier protein
gene_1475		product_name=putative cystathionine beta-synthase
gene_1476		product_name=hypothetical protein
gene_1477		product_name=putative SNF2 family helicase/ATPase
gene_1479		product_name=putative inorganic diphosphatase
gene_1480		product_name=39S ribosomal protein L53/MRP-L53-domain containing protein
gene_1483		product_name=HAD-like domain-containing protein
gene_1484		product_name=hypothetical protein
gene_1486		product_name=Fungal domain of unknown function (DUF1746)-domain containing protein
gene_1487		product_name=aminopeptidase I zinc metalloprotease
gene_1488		product_name=anaphase promoting complex protein
gene_1489		product_name=putative epoxide hydrolase
gene_1490		product_name=putative aldo/keto reductase
gene_1491		product_name=putative pyruvate dehydrogenase complex component Pdx1
gene_1494		product_name=Protein of unknown function (DUF2841)-domain containing protein
gene_1496		product_name=hypothetical protein
gene_1497		product_name=MRS7 family protein
gene_1501		product_name=putative spac6f6.09 protein
gene_1503		product_name=phosphatidylserine-specific receptor PtdSerR
gene_1504		product_name=putative eukaryotic translation initiation factor 4
gene_1507		product_name=hypothetical protein
gene_1508		product_name=putative PWI domain mRNA processing protein
gene_1510		product_name=putative checkpoint protein kinase
gene_1513		product_name=putative aconitate hydratase
gene_1514		product_name=choline dehydrogenase
gene_1517		product_name=Fungal specific transcription factor domain-domain containing protein
gene_1519		product_name=RNA) II
gene_1520		product_name=guanine methyltransferase Trm5
gene_1524		product_name=Probable dipeptidyl-aminopeptidase B
gene_1527		product_name=putative endo alpha-1%2C4-polygalactosaminidase
gene_1528		product_name=hypothetical protein
gene_1536		product_name=putative taurine catabolism dioxygenase
gene_1537		product_name=hypothetical protein
gene_1539		product_name=Protein of unknown function (DUF4243)-domain containing protein
gene_1545		product_name=RNA polymerase II subunit A
gene_1546		product_name=Isochorismatase-like protein
gene_1548		product_name=putative oxysterol binding protein
gene_1549		product_name=histone deacetylase HosA
gene_1550		product_name=putative carboxyphosphonoenolpyruvate phosphonomutase
gene_1552		product_name=putative mitochondrial import receptor subunit
gene_1554		product_name=hypothetical protein
gene_1555		product_name=hypothetical protein
gene_1556		product_name=putative plasma membrane low affinity zinc ion transporter
gene_1557		product_name=FKBP-type peptidyl-prolyl cis-trans isomerase
gene_1561		product_name=Cyclin-like protein
gene_1563		product_name=Metallo-dependent phosphatase-like protein
gene_1564		product_name=Like-Sm (LSM) domain-containing protein
gene_1565		product_name=hypothetical protein
gene_1567		product_name=putative alpha-1%2C3-glucanase/mutanase
gene_1568		product_name=hypothetical protein
gene_1569		product_name=putative peptidase
gene_1570		product_name=putative nucleoside-diphosphate-sugar epimerase
gene_1571		product_name=putative alpha%2Calpha-trehalose-phosphate synthase subunit
gene_1572		product_name=putative alpha%2Calpha-trehalose phosphate synthase subunit
gene_1573		product_name=putative chromatin assembly factor 1 subunit B
gene_1577		product_name=hypothetical protein
gene_1580		product_name=ENTH domain protein
gene_1584		product_name=hypothetical protein
gene_1586		product_name=positive-acting master sulfur regulatory
gene_1592		product_name=Probable endo-beta-1%2C4-glucanase B
gene_1593		product_name=SUR7/PalI family-domain containing protein
gene_1595		product_name=Pyruvate kinase%2C barrel domain-domain containing protein
gene_1599		product_name=isocitrate dehydrogenase LysB
gene_1600		product_name=hypothetical protein
gene_1602		product_name=putative RNA recognition motif-containing protein
gene_1603		product_name=40S ribosomal protein S8
gene_1604		product_name=putative NAD dependent epimerase/dehydratase
gene_1611		product_name=WD40-repeat-containing domain protein
gene_1612		product_name=putative endosomal cargo receptor
gene_1614		product_name=aspartate/tyrosine/aromatic aminotransferase
gene_1615		product_name=very long-chain acyl-CoA synthetase/fatty acid transporter
gene_1616		product_name=putative purine-cytosine permease
gene_1617		product_name=hypothetical protein
gene_1620		product_name=oligoketide cyclase/lipid transport protein
gene_1621		product_name=manganese superoxide dismutase
gene_1622		product_name=hypothetical protein
gene_1623		product_name=putative GPI transamidase component PIG-S
gene_1624		product_name=coiled/coiled coil protein
gene_1625		product_name=putative IZH family channel protein
gene_1628		product_name=cwf18 pre-mRNA splicing factor-domain containing protein
gene_1635		product_name=hypothetical protein
gene_1636		product_name=phosphorylcholine transferase
gene_1643		product_name=putative unnamed protein product
gene_1644		product_name=putative esterase of the alpha-beta hydrolase superfamily
gene_1650		product_name=Leo1-like protein-domain containing protein
gene_1652		product_name=putative putative ribosome biogenesis protein Erb1
gene_1653		product_name=putative AAA family ATPase/60S ribosome export protein Rix7
gene_1654		product_name=SNF7 family protein
gene_1655		product_name=thioredoxin-like protein
gene_1657		product_name=hypothetical protein
gene_1660		product_name=putative transmembrane glyco protein
gene_1664		product_name=hypothetical protein
gene_1665		product_name=hypothetical protein
gene_1668		product_name=putative lactonohydrolase
gene_1669		product_name=putative metal-binding protein
gene_1670		product_name=ICE2-domain containing protein
gene_1671		product_name=regulator of ATP-sensitive K+ channels alpha-endosulfine
gene_1675		product_name=IQ calmodulin-binding motif domain protein
gene_1676		product_name=putative CHY and RING finger domain protein
gene_1681		product_name=Chromosome segregation protein Spc25-domain containing protein
gene_13829		product_name=guanylate kinase
gene_1684		product_name=putative Golgi matrix protein
gene_1686		product_name=hypothetical protein
gene_1687		product_name=mitochondrial glycerol-3-phosphate dehydrogenase
gene_1692		product_name=Protein phosphatase inhibitor-domain containing protein
gene_1693		product_name=nuclear transport receptor
gene_1694		product_name=putative acetyltransferase
gene_1697		product_name=transcription elongation factor 1
gene_1698		product_name=cytosine deaminase-uracil phosphoribosyltransferase fusion protein
gene_1700		product_name=Rheb small monomeric GTPase RhbA
gene_1708		product_name=inosine triphosphate pyrophosphatase
gene_1713		product_name=putative cell cycle control protein Cwf14/Bud31
gene_1716		product_name=Putative methyltransferase (DUF3321)-domain containing protein
gene_1719		product_name=chorismate mutase/prephenate dehydratase
gene_1720		product_name=hypothetical protein
gene_1722		product_name=pseudouridylate synthase family protein
gene_1723		product_name=putative negative regulation of gluconeogenesis
gene_1726		product_name=Thioredoxin-like fold
gene_1729		product_name=putative ubiquitin ligase subunit HrtA
gene_1730		product_name=hypothetical protein
gene_1732		product_name=putative cora family metal ion transporter
gene_1740		product_name=glycyl-tRNA synthetase 1
gene_1742		product_name=hypothetical protein
gene_1744		product_name=BAR domain-containing protein
gene_1747		product_name=hypothetical protein
gene_1750		product_name=putative calcium/calmodulin dependent protein kinase
gene_1753		product_name=putative translation initiation factor eIF-6
gene_1757		product_name=putative alpha 1%2C2 mannosyltransferase
gene_1758		product_name=E3 ubiquitin ligase complex SCF subunit sconC
gene_1760		product_name=multidrug/pheromone exporter%2C ABC superfamily
gene_1761		product_name=putative DNA repair protein Swi5/Sae3
gene_1762		product_name=putative integral membrane protein
gene_1763		product_name=hypothetical protein
gene_1767		product_name=putative succinyl-coa synthetase alpha subunit
gene_1768		product_name=hypothetical protein
gene_1769		product_name=hypothetical protein
gene_1776		product_name=alcohol dehydrogenase%2C class V
gene_1777		product_name=hypothetical protein
gene_1783		product_name=Autophagy-related protein 1010
gene_1784		product_name=putative membrane biogenesis protein
